# Sample number;Sensor position;AccX;AccY;AccZ;GyroX;GyroY;GyroZ;MagX;MagY;MagZ;Sensor position;AccX;AccY;AccZ;GyroX;GyroY;GyroZ;MagX;MagY;MagZ;Sensor position;AccX;AccY;AccZ;GyroX;GyroY;GyroZ;MagX;MagY;MagZ;Init algo done;Pause;
1162;0;0.655638;2.179729;14.073855;-54.210414;114.467242;-22.089678;0.140919;-0.252620;-0.687095;1;18.741346;33.324961;36.030089;307.838265;-220.251222;112.916862;0.540557;0.603320;-0.961123;6;9.357699;-3.369376;-1.454846;4.368313;-4.448967;17.651627;-0.524196;0.079119;0.354662;1;0;
1163;0;-0.171451;2.059878;12.750162;-38.797551;128.091191;-22.464579;0.142019;-0.224736;-0.746814;1;-8.996980;-23.054072;-15.102049;305.285188;-206.318806;99.424286;0.514298;0.481678;-0.966892;6;9.790100;-2.668711;-0.305945;5.826478;-2.473777;16.444802;-0.496172;0.095720;0.353965;1;0;
1164;0;0.064662;1.486744;13.093322;-36.916859;139.372541;-22.317195;0.140519;-0.221550;-0.708002;1;-16.936635;10.104733;9.500841;178.181537;-213.986329;90.396398;0.450895;0.486662;-1.037262;6;10.685496;-3.249519;0.187344;9.416311;0.712164;14.246363;-0.565436;0.128737;0.320884;1;0;
1165;0;0.198597;0.801464;14.059155;-34.046772;151.790876;-21.847440;0.141291;-0.249092;-0.701171;1;-2.203611;6.239134;1.201505;155.206991;-252.881655;176.240731;0.464531;0.443992;-1.077576;6;12.045420;-1.508860;0.579513;7.178923;4.932093;10.627547;-0.537758;0.112126;0.337389;1;0;
1166;0;0.659683;1.203947;14.240312;-26.510951;166.119717;-22.770942;0.183652;-0.250216;-0.702218;1;1.693411;15.193079;6.669595;91.497258;-303.247168;145.560552;0.438503;0.428521;-1.076021;6;12.504519;-0.641272;-0.007044;19.422563;11.154101;7.710953;-0.552016;0.097382;0.307101;1;0;
1167;0;-0.436075;-0.795304;16.654279;-15.563658;185.383011;-21.446275;0.226000;-0.234040;-0.720758;1;9.204229;8.823777;18.314398;40.679314;-258.036402;98.204203;0.386224;0.351619;-1.069900;6;13.219252;-2.223689;-3.054665;30.687362;17.514092;5.928191;-0.552292;0.063345;0.339830;1;0;
1168;0;0.036317;-2.171338;17.339632;1.652538;209.418806;-7.947157;0.238591;-0.196630;-0.717278;1;5.276481;-0.013971;16.808757;89.465849;-190.400762;19.646824;0.321419;0.366564;-1.069525;6;13.952753;-2.407337;-4.898215;21.550222;18.061798;8.984573;-0.496314;0.097372;0.322909;1;0;
1169;0;0.534024;-1.588569;19.397665;19.415664;236.152632;0.533100;0.253855;-0.221018;-0.724872;1;-1.217158;4.615732;14.921420;84.144986;-150.790616;-16.680361;0.373317;0.306654;-1.080963;6;12.960254;-1.356706;-4.193590;11.368910;20.578995;-1.290574;-0.510292;0.097994;0.307311;1;0;
1170;0;1.072164;-2.388298;20.541370;44.582852;269.171719;4.463233;0.309980;-0.243344;-0.694701;1;-0.046347;-5.190270;12.276494;169.444422;-106.530433;-7.478629;0.296498;0.340061;-1.124365;6;11.110752;-2.505747;-2.256821;13.047722;18.626910;-7.185774;-0.552508;0.084495;0.245826;1;0;
1171;0;1.430119;-0.776806;21.350751;64.849241;300.175357;5.062649;0.324858;-0.253961;-0.705710;1;2.276217;-7.163149;15.776997;146.583957;-71.709616;41.959882;0.256829;0.307051;-1.092831;6;10.199797;-2.147466;-0.415831;8.360053;18.497512;9.641568;-0.566133;0.080985;0.307867;1;0;
1172;0;1.349506;0.092379;23.114589;82.575384;333.395337;-4.384208;0.366848;-0.258613;-0.692682;1;3.482937;1.446621;8.393479;109.117087;-21.641200;46.774630;0.282925;0.277632;-1.105725;6;10.460422;-0.399298;1.153567;7.312782;19.995595;30.088025;-0.524063;0.114809;0.290876;1;0;
1173;0;1.937432;0.382549;23.922874;92.659569;360.862225;-8.014536;0.393974;-0.269948;-0.651152;1;-0.301659;1.341643;8.993271;55.020059;-17.290179;12.460650;0.270905;0.235883;-1.159837;6;11.476693;1.112092;2.077306;16.014910;21.725177;34.450437;-0.523854;0.131001;0.290039;1;0;
1174;0;-0.015847;0.944581;20.647916;86.812282;389.166627;-13.793634;0.477940;-0.261952;-0.642588;1;-0.062565;2.411918;9.508765;45.432414;-11.238631;10.971664;0.270019;0.232668;-1.116788;6;12.485470;1.111033;2.395548;26.591026;26.170369;22.376972;-0.523787;0.148846;0.258146;1;0;
1175;0;-0.133547;1.645825;23.433272;65.889220;403.027302;-5.196259;0.450085;-0.274974;-0.638473;1;-0.920718;0.892706;9.602630;8.358585;-8.148980;1.045786;0.270164;0.203099;-1.129131;6;13.812299;0.984853;0.742971;31.108852;31.891624;0.203787;-0.538742;0.086351;0.214841;1;0;
1176;0;0.829187;3.066642;20.048162;92.921898;435.105335;-14.167472;0.576827;-0.316472;-0.592557;1;-0.334100;0.216041;10.067266;6.740502;-6.637648;1.244480;0.244438;0.248910;-1.131590;6;14.242996;0.335294;-1.587314;29.657615;35.858320;-17.046186;-0.537557;0.165661;0.241711;1;0;
1177;0;-1.344151;5.379189;23.141309;97.139881;413.596327;-20.633374;0.589461;-0.330960;-0.536602;1;-0.515212;1.455399;9.781485;6.343004;-3.797649;2.258902;0.257414;0.248985;-1.131866;6;12.970239;0.504941;-3.406889;24.053608;36.592173;-27.816156;-0.552233;0.118532;0.213097;1;0;
1178;0;-2.035927;3.297998;19.879747;116.091842;382.221392;-41.596766;0.617331;-0.335238;-0.523224;1;-0.447676;0.666996;10.178507;-2.086443;-3.880907;-1.386426;0.270829;0.220563;-1.158834;6;11.550975;0.798067;-3.551877;21.769293;34.470190;-36.414280;-0.510095;0.170201;0.164212;1;0;
1179;0;2.482710;1.487898;13.822325;102.416049;353.574755;-46.165002;0.629951;-0.332426;-0.484762;1;-0.628164;0.948687;9.835280;2.635802;-4.045055;0.064659;0.270019;0.232668;-1.116788;6;11.033440;0.628021;-2.843640;18.180710;30.904882;-39.011896;-0.538884;0.088004;0.183785;1;0;
1180;0;9.315105;-2.411862;3.084176;84.889456;309.179619;-30.886145;0.686090;-0.372051;-0.437099;1;-1.204010;1.682109;9.880447;-2.830600;-4.104773;-1.420079;0.244212;0.202948;-1.128579;6;10.388509;0.223716;-2.677755;12.882102;25.159064;-35.451621;-0.510721;0.121623;0.166724;1;0;
1181;0;16.633821;-16.187314;-6.606361;40.579242;177.266107;45.510035;0.740686;-0.356592;-0.403100;1;-1.027064;0.724262;9.996547;-6.721782;-4.117457;-2.348175;0.244582;0.219341;-1.143932;6;10.633667;0.573857;-2.132707;6.347198;18.638510;-31.333077;-0.551886;0.151743;0.195895;1;0;
1182;0;11.982093;1.122818;10.823057;-59.988394;56.962633;104.140899;0.697567;-0.345226;-0.391392;1;-0.036602;0.215882;10.526428;-4.250383;-3.943841;-0.648920;0.270390;0.249060;-1.132141;6;10.466813;0.925190;-1.535456;-1.995059;12.027471;-24.976797;-0.524976;0.088208;0.183855;1;0;
1183;0;18.942850;-0.725917;9.643560;-16.312062;-34.861761;110.032658;0.727738;-0.414830;-0.375011;1;-0.446120;1.117735;10.292166;-3.563379;-3.496238;-2.123661;0.232052;0.250979;-1.160014;6;10.412604;0.752086;-1.297671;-9.737252;4.861023;-20.881008;-0.566424;0.121633;0.150915;1;0;
1184;0;15.603904;-0.210399;8.671500;15.602039;-64.093671;82.095448;0.712445;-0.355843;-0.402401;1;-0.622682;0.610894;10.061554;-2.505937;-2.701710;0.351333;0.269649;0.216275;-1.101435;6;9.938524;0.171665;-1.488667;-16.154296;-1.274202;-18.414408;-0.539234;0.073464;0.153567;1;0;
1185;0;13.156554;-2.183666;3.444011;20.728218;-85.399199;48.902222;0.670827;-0.347663;-0.429505;1;-0.971677;1.231081;9.941543;-2.040697;-2.715024;-1.405625;0.283510;0.219566;-1.144760;6;9.812903;-0.352727;-1.972349;-20.886582;-5.736534;-20.362256;-0.580678;0.088218;0.168047;1;0;
1186;0;11.750778;-3.051291;1.764928;-5.101860;-121.251194;30.089847;0.701011;-0.434567;-0.395633;1;-1.075151;1.457093;10.505711;-4.484066;-3.161015;-3.600809;0.270314;0.233739;-1.131138;6;10.047172;-0.527990;-2.088502;-23.730333;-8.902886;-22.750899;-0.566912;0.090074;0.137061;1;0;
1187;0;9.830188;-2.125027;3.095404;-37.654184;-158.968348;20.647964;0.700625;-0.420796;-0.399049;1;-1.034772;0.329616;9.599738;-4.006906;-1.708961;0.359997;0.256823;0.246841;-1.103166;6;10.098485;-0.529856;-2.506750;-25.802388;-9.988049;-27.963409;-0.525118;0.089860;0.152800;1;0;
1188;0;8.422785;-1.371943;4.321472;-54.921714;-186.714201;16.506011;0.673499;-0.409462;-0.440578;1;-0.628618;0.554326;9.778308;-5.182746;-2.048493;-1.586493;0.296266;0.233890;-1.131689;6;9.569675;-0.586222;-2.397087;-26.089040;-8.636580;-31.574380;-0.538955;0.088830;0.168257;1;0;
1189;0;7.057297;-0.966928;4.751262;-65.734490;-206.172814;19.072972;0.658978;-0.378017;-0.461137;1;-0.852273;0.893025;10.113595;-4.071320;-2.181671;-2.511762;0.244287;0.218269;-1.129583;6;9.513015;-0.178813;-2.216737;-28.294752;-6.711928;-26.197753;-0.553004;0.090278;0.137132;1;0;
1190;0;4.912516;-0.556507;6.302525;-70.670576;-219.740323;25.275634;0.617331;-0.335238;-0.523224;1;-0.748153;0.329030;9.549143;-1.065279;-1.408086;-2.439996;0.257778;0.205167;-1.157554;6;8.984476;-0.351332;-2.107568;-29.609792;-3.663217;-28.652032;-0.566979;0.072229;0.168954;1;0;
1191;0;3.552305;0.251805;7.018270;-68.829289;-229.798221;33.968509;0.617703;-0.331709;-0.537300;1;-0.403600;1.398711;9.613937;-0.737762;-2.412911;-2.881315;0.256673;0.216200;-1.101159;6;8.759261;-0.755099;-1.574539;-31.336144;-1.648132;-25.935893;-0.539652;0.041079;0.155241;1;0;
1192;0;2.308337;0.198653;7.789475;-63.653973;-237.275213;44.287557;0.604339;-0.341577;-0.547611;1;0.066248;0.947536;10.019706;-2.007155;-2.586334;-2.267502;0.244067;0.232517;-1.116237;6;8.811269;-0.582489;-1.932138;-33.129948;-0.305266;-23.307915;-0.581029;0.073678;0.137828;1;0;
1193;0;1.745524;0.603330;8.291707;-57.252659;-245.216131;55.300043;0.535237;-0.342891;-0.584677;1;-0.335070;0.723016;10.067693;-2.227314;-2.895732;-2.270755;0.244658;0.234661;-1.144936;6;8.409856;-0.404596;-1.280124;-33.678990;0.054137;-22.757611;-0.553142;0.073260;0.153496;1;0;
1194;0;0.942434;1.178084;8.221679;-52.350018;-255.874949;63.880842;0.564207;-0.319284;-0.631019;1;-0.276643;0.272264;10.068523;-0.060933;-2.562244;-2.173212;0.269944;0.217347;-1.115784;6;8.950885;-0.868442;-0.792942;-33.734590;0.011347;-21.596023;-0.553496;0.077391;0.075857;1;0;
1195;0;1.471003;1.295489;8.914420;-47.734190;-264.718243;66.881607;0.493590;-0.300112;-0.646765;1;-0.164098;1.623981;10.072079;-0.491780;-2.530424;-3.190564;0.269353;0.215203;-1.087085;6;8.306129;-0.401112;-0.503535;-34.597965;-2.444242;-18.097564;-0.525468;0.075320;0.122581;1;0;
1196;0;1.761025;2.272753;9.151502;-43.806658;-271.582372;63.294792;0.452386;-0.340301;-0.635470;1;-0.850610;1.287433;10.227206;0.833898;-2.785734;-3.777766;0.257118;0.247913;-1.117516;6;8.367596;-0.981760;-0.445000;-33.161405;-3.909102;-23.840633;-0.595354;0.041089;0.139432;1;0;
1197;0;1.255099;1.643199;9.593651;-44.158710;-279.040156;56.031704;0.409638;-0.325406;-0.637838;1;-0.516767;1.004660;9.667826;2.321642;-2.369477;-3.587463;0.258004;0.251129;-1.160565;6;8.430049;-1.039229;-0.264426;-32.673541;-4.890578;-23.409917;-0.554119;0.010142;0.125789;1;0;
1198;0;1.907209;1.590127;10.742719;-48.741689;-289.373708;45.545243;0.381354;-0.272759;-0.689615;1;-0.794146;1.230948;10.171728;1.481774;-2.868090;-3.993858;0.257414;0.248985;-1.131866;6;7.958750;-0.921750;-0.212828;-30.365272;-5.123187;-23.783852;-0.553701;0.042527;0.124115;1;0;
1199;0;2.090972;1.937305;11.372892;-51.711853;-299.728214;32.109619;0.368377;-0.296398;-0.696510;1;-0.565655;0.892439;10.063000;1.233529;-2.991472;-4.365219;0.243697;0.216125;-1.100883;6;7.486911;-0.571966;-0.160241;-28.519110;-5.637483;-23.696412;-0.553634;0.060372;0.092222;1;0;
1200;0;1.655247;1.885020;12.500804;-52.560016;-308.400204;17.682191;0.339736;-0.264579;-0.716720;1;-0.045149;0.891563;10.187159;2.341114;-3.258987;-3.503808;0.257263;0.218344;-1.129858;6;7.943364;-0.460356;-0.989640;-27.421082;-5.017723;-21.136525;-0.540632;-0.003367;0.080113;1;0;
1201;0;1.208513;1.657998;13.059462;-58.068932;-313.514447;5.103372;0.283996;-0.256024;-0.743475;1;-0.222788;0.948028;9.957022;4.064621;-3.643337;-2.334782;0.244733;0.249982;-1.145940;6;8.017631;-0.863809;-0.211480;-25.226512;-2.629929;-23.539344;-0.512533;-0.006264;0.142365;1;0;
1202;0;0.429842;0.801781;14.177315;-67.289315;-314.401036;0.822078;0.213394;-0.254151;-0.741729;1;-0.622574;0.554563;10.061506;1.716142;-3.819209;-3.448226;0.257489;0.264305;-1.132869;6;8.192769;-0.516005;-0.266603;-23.419699;-0.640876;-23.005349;-0.568657;-0.019968;0.080810;1;0;
1203;0;-0.919519;0.463434;15.399912;-79.531421;-313.269997;4.617085;0.156140;-0.225111;-0.747163;1;-0.569066;0.779635;9.892986;0.539053;-4.050776;-3.143196;0.257118;0.247913;-1.117516;6;8.062051;-1.215861;-1.050560;-21.308998;1.512976;-23.512185;-0.567889;0.026957;0.109354;1;0;
1204;0;-1.231044;0.872769;17.043660;-90.215034;-310.891322;12.996999;0.114521;-0.216930;-0.774268;1;-0.464122;1.680376;9.499686;3.193872;-3.999081;-1.198385;0.231386;0.233514;-1.130311;6;8.245992;-0.866080;-0.626427;-20.178334;3.744044;-22.946338;-0.554887;-0.036783;0.097245;1;0;
1205;0;-1.516587;0.770680;19.992857;-94.205098;-312.054090;21.606399;0.071388;-0.188264;-0.780052;1;-0.684651;0.385490;9.833597;1.799516;-4.381891;-1.634905;0.244658;0.234661;-1.144936;6;8.954321;-0.925776;-0.613469;-20.293750;5.343122;-23.809150;-0.554607;-0.021416;0.111936;1;0;
1206;0;-1.755103;0.953586;22.432696;-82.177197;-317.227240;24.063596;0.000028;-0.176149;-0.767646;1;-0.007164;0.383675;9.225068;3.991221;-4.477730;-1.479955;0.243992;0.217197;-1.115233;6;8.832137;-1.507502;-0.917677;-20.077900;6.244263;-25.097621;-0.568582;-0.039466;0.143758;1;0;
1207;0;-1.792563;1.302619;23.456386;-62.025880;-323.399839;20.287113;-0.013321;-0.203316;-0.760465;1;-0.627925;1.455709;9.892346;1.052238;-5.137614;-4.756638;0.257859;0.280698;-1.148223;6;8.304718;-1.214918;-0.686717;-19.827559;6.734916;-25.131426;-0.555237;-0.051323;0.067026;1;0;
1208;0;-2.644693;-0.246474;23.717434;-60.137361;-323.793909;17.822130;-0.057226;-0.147109;-0.773080;1;-0.458209;1.117261;9.725770;2.242956;-6.140946;-3.748338;0.244582;0.219341;-1.143932;6;8.417093;-1.623204;-1.045688;-19.592256;7.350672;-22.476752;-0.568306;-0.005428;0.111028;1;0;
1209;0;-6.239381;0.263419;21.376446;-44.351493;-317.600327;7.358925;-0.099930;-0.184112;-0.722973;1;-0.743834;1.230555;9.833099;3.932989;-6.882820;-4.247600;0.218335;0.218119;-1.129031;6;8.247727;-2.085923;-0.691526;-21.848261;7.604556;-18.222245;-0.568727;-0.019142;0.065282;1;0;
1210;0;-9.891364;0.830795;19.034585;-100.358802;-299.409796;19.437516;-0.127414;-0.193605;-0.732935;1;-0.556978;0.780110;10.459382;2.880193;-6.937280;-2.645939;0.244067;0.232517;-1.116237;6;8.413231;-1.856497;-1.286304;-22.554644;7.631249;-12.169100;-0.569283;-0.068546;0.083321;1;0;
1211;0;-12.848562;0.217781;22.895779;-138.791589;-279.274636;32.630725;-0.185768;-0.192449;-0.678650;1;-1.020696;0.555507;10.279603;2.534531;-9.910212;-3.538959;0.270534;0.219491;-1.144484;6;8.076316;-2.142358;-0.395540;-22.682228;7.735417;-7.493383;-0.540979;-0.036579;0.097315;1;0;
1212;0;-15.535398;0.680226;23.072788;-140.562074;-252.325199;45.828092;-0.199917;-0.157476;-0.713285;1;-0.446682;0.779704;10.235242;3.321415;-13.668058;-4.130590;0.257634;0.234736;-1.145212;6;7.949055;-2.434693;-0.938139;-22.503632;8.062081;-3.522590;-0.568724;-0.037813;0.112702;1;0;
1213;0;-18.166538;2.393757;20.300972;-134.958001;-222.629726;50.249020;-0.257929;-0.118193;-0.708059;1;-0.823692;1.119485;11.473135;-2.843699;-19.884119;-3.395830;0.218335;0.218119;-1.129031;6;7.604187;-2.141278;-0.404343;-20.828876;9.884522;1.260976;-0.542510;-0.149100;0.087647;1;0;
1214;0;-19.896249;4.333255;16.808847;-127.905862;-184.868544;43.544855;-0.271649;-0.148889;-0.686802;1;-1.519181;1.683941;11.289184;-6.352501;-28.291852;-0.029509;0.243697;0.216125;-1.100883;6;7.836390;-2.375111;-0.640558;-21.271784;10.190590;9.971931;-0.569629;-0.101757;0.100523;1;0;
1215;0;-20.981188;5.586135;14.065165;-124.424533;-146.059255;31.961943;-0.272064;-0.100519;-0.725202;1;-0.832285;0.555801;11.019544;-17.435506;-37.106805;3.943263;0.231311;0.218194;-1.129307;6;8.025543;-2.372797;0.021719;-19.388260;9.664063;11.251371;-0.527559;-0.067933;0.083532;1;0;
1216;0;-23.177396;6.272666;13.002392;-115.855427;-110.354043;24.483551;-0.330432;-0.082064;-0.688409;1;-0.672540;1.005647;10.457154;-23.597386;-45.011300;9.501342;0.217970;0.261936;-1.103343;6;8.615840;-2.432223;0.032476;-18.630948;9.416333;14.764906;-0.555650;-0.102379;0.116121;1;0;
1217;0;-25.275768;6.278542;13.984549;-92.224072;-82.588889;23.364072;-0.330803;-0.085592;-0.674333;1;-0.034030;1.399012;10.753982;-38.382591;-51.131052;11.432479;0.256748;0.231521;-1.102163;6;9.029918;-2.374845;0.100334;-15.628047;9.621052;16.709322;-0.611424;-0.101543;0.084785;1;0;
1218;0;-26.071514;5.935679;14.251777;-51.685615;-56.175567;28.797282;-0.317855;-0.027354;-0.702421;1;-0.826002;1.063060;11.359808;-45.506704;-57.389729;11.919451;0.218636;0.279401;-1.133046;6;9.032950;-2.257951;0.280549;-11.392065;10.762134;17.269305;-0.541884;-0.100522;0.085136;1;0;
1219;0;-26.492006;5.472094;13.218697;-10.169820;-25.422616;36.628292;-0.331947;-0.061578;-0.667088;1;-0.757772;1.176040;11.870869;-52.897969;-65.502122;9.181595;0.180148;0.250678;-1.158911;6;8.860458;-1.849778;0.578512;-7.336558;12.018305;18.471309;-0.542373;-0.132081;0.071282;1;0;
1220;0;-25.047516;4.886951;10.971111;9.741813;4.538255;48.218062;-0.315954;-0.061611;-0.720326;1;-0.298674;1.287791;11.823995;-56.948136;-75.545870;7.999505;0.205070;0.277182;-1.104071;6;9.272471;-1.850970;0.526309;-4.940203;13.164427;20.872006;-0.555654;-0.083708;0.068700;1;0;
1221;0;-20.996946;45.697526;58.732143;-101.062191;147.321747;79.306109;-0.332718;-0.034036;-0.673920;1;-0.258543;1.796378;13.750168;-54.642301;-84.339005;1.378348;0.192389;0.278179;-1.118145;6;9.025537;-1.910978;-0.077409;-3.945956;12.532495;23.164040;-0.569491;-0.084738;0.084158;1;0;
1222;0;1.050841;-15.336512;1.391359;530.204857;238.969827;-179.692495;-0.345310;-0.071446;-0.677399;1;-0.788204;0.895538;13.115494;-37.922007;-98.652732;-1.031733;0.126473;0.243947;-1.071709;6;9.427645;-1.914396;-0.668775;-3.434725;9.019215;25.869018;-0.555863;-0.099900;0.069538;1;0;
1223;0;27.922401;10.553618;-10.650014;180.315390;212.285167;-106.402180;-0.273535;-0.131932;-0.651406;1;-0.607500;0.501186;13.458626;-42.304056;-110.742791;-4.608128;0.153461;0.277954;-1.117317;6;10.135724;-1.393085;-0.593438;-3.512709;4.796225;28.976986;-0.514765;-0.147865;0.072259;1;0;
1224;0;8.328967;-2.541281;-0.515867;14.822239;202.104372;-221.484804;-0.258286;-0.139021;-0.676491;1;-1.511515;0.447244;14.232191;-41.127975;-125.350167;-6.725303;0.127214;0.276732;-1.102416;6;10.592643;-0.061136;-1.237924;-7.064688;-1.324586;31.036705;-0.597307;-0.085146;0.084018;1;0;
1225;0;-5.503676;10.092719;9.668291;-32.101781;276.507992;-178.348714;-0.242636;-0.177180;-0.680669;1;-1.266185;0.785412;14.973626;-39.614377;-144.844888;-7.164394;0.126624;0.274588;-1.073717;6;12.008565;-1.284715;-1.396426;-4.703846;-8.310936;33.079171;-0.556072;-0.116093;0.070375;1;0;
1226;0;-14.650834;15.654875;19.174983;-67.767554;281.338218;-104.409876;-0.201032;-0.168061;-0.671057;1;-0.364329;-1.580758;16.575676;-37.400040;-165.531256;-12.115550;0.075906;0.338785;-1.119678;6;13.090198;-2.503033;-0.483206;-13.458078;-13.382529;29.527774;-0.541884;-0.100522;0.085136;1;0;
1227;0;-13.489156;9.005827;22.693039;6.835731;215.472965;-8.906359;-0.144564;-0.152260;-0.689945;1;-1.808618;-1.801239;18.979558;-21.336441;-198.077196;-21.828137;0.074645;0.258967;-1.071610;6;14.867575;-2.156897;-0.029361;-16.889199;-25.899074;29.110839;-0.541884;-0.100522;0.085136;1;0;
1228;0;0.592915;1.132030;10.828885;20.201721;181.279314;54.341020;-0.115966;-0.132181;-0.722211;1;-2.427070;-0.672779;19.760163;-4.430118;-238.724295;-22.218168;0.048994;0.320099;-1.075073;6;14.153920;-1.226802;-0.218332;-4.557914;-30.325595;29.637562;-0.542302;-0.132907;0.086810;1;0;
1229;0;3.965858;-7.004594;16.145425;7.384274;142.429607;29.555356;-0.088111;-0.119160;-0.726326;1;-2.762660;-0.108400;20.263140;5.193250;-278.308465;-17.640284;0.009400;0.302410;-1.044543;6;13.436672;-0.646152;-0.648413;3.871704;-31.436056;33.464221;-0.541810;-0.120020;0.148084;1;0;
1230;0;1.932344;-7.641514;14.568765;153.340383;66.118222;-35.896252;-0.073590;-0.150604;-0.705767;1;-2.800022;-0.558178;21.167785;19.778912;-315.755370;-7.518946;-0.055260;0.287786;-1.056510;6;12.947362;-0.358400;-1.554584;9.762829;-32.566958;35.435415;-0.555926;-0.136416;0.148851;1;0;
1231;0;-1.890193;4.231554;9.827533;89.349252;31.780763;-31.270283;-0.086196;-0.170715;-0.726738;1;-3.109580;-0.330787;22.859910;34.050474;-346.269756;2.486249;-0.054889;0.304178;-1.071864;6;11.515298;-0.242469;-2.419196;14.882763;-31.775141;34.557087;-0.541951;-0.118367;0.117028;1;0;
1232;0;0.093059;1.985058;8.720032;82.659160;38.632715;-6.817182;-0.043463;-0.168311;-0.741862;1;-1.093061;-1.627824;25.561983;59.921859;-372.542612;15.317724;-0.121176;0.253554;-1.010075;6;11.222168;0.339708;-2.242506;15.100002;-30.659483;33.205842;-0.542510;-0.149100;0.087647;1;0;
1233;0;1.483247;-0.872531;12.372175;75.639378;33.569833;-7.676664;-0.086925;-0.195071;-0.681095;1;0.438111;-2.586965;27.121878;87.190079;-385.834268;28.495288;-0.186796;0.220394;-0.977990;6;10.516101;1.794465;-1.949996;10.053915;-27.907678;25.599036;-0.541880;-0.119193;0.132556;1;0;
1234;0;-0.195901;0.445966;11.435784;79.649054;11.993808;-35.735691;-0.073576;-0.167904;-0.688275;1;1.169214;-2.420038;26.344781;130.841988;-388.321958;33.315227;-0.212522;0.266206;-0.980449;6;9.460703;2.147082;-1.548972;2.098810;-24.521544;20.720720;-0.583533;-0.120632;0.147873;1;0;
1235;0;-0.555343;3.073043;7.802719;60.340784;8.739513;-24.997251;-0.015593;-0.172588;-0.728484;1;-1.812732;-0.672339;21.584719;175.380741;-400.946878;34.366554;-0.239290;0.217950;-0.948187;6;8.877529;1.510833;-1.263161;-6.480031;-22.020526;21.381784;-0.541743;-0.102175;0.116191;1;0;
1236;0;0.798301;1.471447;9.640872;33.050178;7.531205;-5.523731;-0.073190;-0.181675;-0.684860;1;1.171017;0.333337;18.591106;164.728476;-383.256780;43.782632;-0.331974;0.135464;-0.869490;6;9.555723;1.341547;0.305781;-13.919110;-20.723657;23.542326;-0.554950;-0.073299;0.176558;1;0;
1237;0;-0.012418;1.814747;9.171906;25.427176;4.089776;-6.017752;-0.029685;-0.206812;-0.693152;1;-0.161853;0.788512;20.884696;139.798642;-358.588215;62.259502;-0.396264;0.137232;-0.896811;6;10.621275;0.410148;0.381540;-15.908624;-20.106530;25.289011;-0.583533;-0.120632;0.147873;1;0;
1238;0;0.559920;2.101540;9.184248;14.825747;4.635556;1.136702;-0.043791;-0.223737;-0.675311;1;-3.829378;-1.689764;13.275799;143.908890;-343.577329;63.059249;-0.424213;0.084689;-0.807150;6;11.040990;0.410686;0.748685;-13.926871;-18.780774;24.939244;-0.514482;-0.151170;0.134371;1;0;
1239;0;0.405480;1.243660;10.030084;9.584456;3.674545;2.424211;-0.044949;-0.182424;-0.685558;1;-14.077296;-6.639917;-0.927498;93.822531;-285.570929;39.577144;-0.425538;0.109971;-0.737409;6;10.964887;-0.290294;-0.273800;-9.877944;-17.201942;24.489074;-0.513852;-0.121264;0.179280;1;0;
1240;0;0.671502;1.526318;9.013502;6.830314;3.587340;3.565414;-0.057926;-0.206063;-0.692453;1;-25.622580;-12.534773;-3.213285;21.258060;-115.149543;9.210272;-0.478333;0.046245;-0.703592;6;10.720849;-0.175333;-0.697055;-3.541136;-15.195418;18.954268;-0.555363;-0.124355;0.225653;1;0;
1241;0;0.919532;1.415370;9.983976;6.254815;4.378770;4.009275;-0.030842;-0.165499;-0.703399;1;-14.602450;-5.620466;4.214262;-36.540376;-15.938567;7.837765;-0.504656;0.029703;-0.687687;6;10.484474;-0.988352;-0.824732;4.279669;-13.252916;14.209360;-0.527898;-0.138487;0.195575;1;0;
1242;0;0.852256;1.413241;9.471185;8.399752;5.234871;2.575650;-0.043420;-0.220209;-0.689387;1;-17.757457;-3.975664;10.207166;-2.115975;92.989303;21.434621;-0.492345;0.012314;-0.658260;6;10.194335;-1.218992;-0.591596;11.404623;-8.943914;14.040720;-0.486107;-0.120029;0.163893;1;0;
1243;0;0.915037;1.471847;9.756805;11.545750;6.407037;-1.922533;-0.086139;-0.239913;-0.656771;1;-12.887411;-5.225092;9.119449;58.367370;113.265577;23.072372;-0.491900;0.044026;-0.674617;6;10.021419;-1.101446;-0.354775;16.429547;-4.822090;13.513786;-0.541180;-0.090114;0.192993;1;0;
1244;0;0.917347;1.357446;9.870029;13.111780;7.375687;-2.678007;-0.015936;-0.210715;-0.679425;1;-7.596117;-7.042637;3.454330;61.232357;108.294508;1.506676;-0.490644;0.063634;-0.733019;6;10.361500;-0.756766;-1.065572;17.720947;-0.522480;12.265946;-0.527618;-0.123121;0.210265;1;0;
1245;0;-0.180017;2.217927;9.397667;9.625362;7.494952;-1.071282;-0.029285;-0.237883;-0.672244;1;-6.162300;-7.667589;0.483341;19.475784;113.985557;-40.949738;-0.452306;0.061716;-0.705147;6;10.596599;-0.815630;-1.121324;17.156275;3.095486;5.312463;-0.500220;-0.155097;0.212080;1;0;
1246;0;0.864546;1.358453;10.096327;11.493072;7.352111;-1.262989;-0.042662;-0.230452;-0.700047;1;-6.824133;-6.369460;1.942554;-21.114200;134.213449;-83.318614;-0.426580;0.015905;-0.702688;6;9.657323;-0.115074;-0.776523;16.000297;4.544955;-5.112218;-0.513502;-0.106724;0.209499;1;0;
